planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:51 +0000 2012,none,0,266.0,131,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:54 +0000 2012,none,0,264.0,120,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:56 +0000 2012,none,0,228.0,118,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:58 +0000 2012,none,0,242.0,118,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:01 +0000 2012,none,0,234.0,113,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:03 +0000 2012,none,0,253.0,129,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:05 +0000 2012,none,0,258.0,125,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:07 +0000 2012,none,0,283.0,122,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:09 +0000 2012,none,0,276.0,120,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:51:11 +0000 2012,none,0,283.0,138,http://espn.com
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:14 +0000 2012,none,0,<error>,1.26,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:15 +0000 2012,none,0,<error>,1.64,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:15 +0000 2012,none,0,<error>,1.15,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:16 +0000 2012,none,0,<error>,1.12,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:16 +0000 2012,none,0,<error>,1.20,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:17 +0000 2012,none,0,<error>,1.17,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:20 +0000 2012,none,0,<error>,1.67,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:21 +0000 2012,none,0,<error>,1.05,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:21 +0000 2012,none,0,<error>,1.30,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),a.espncdn.com,124.40.42.25,<unavailable>,(0.0~0.0),Fri Nov 16 07:51:22 +0000 2012,none,0,<error>,1.19,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:23 +0000 2012,none,0,<error>,0.843,http://ad.Doubleclick.net/adj/
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:23 +0000 2012,none,0,<error>,0.839,http://ad.Doubleclick.net/adj/
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:24 +0000 2012,none,0,<error>,0.907,http://ad.Doubleclick.net/adj/
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:25 +0000 2012,none,0,<error>,0.890,http://ad.Doubleclick.net/adj/
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:25 +0000 2012,none,0,<error>,0.883,http://ad.Doubleclick.net/adj/
planetlab1.otemachi.wide.ad.jp,203.178.133.3,<error>,(36.0~138.0),ad.Doubleclick.net,173.194.38.92,<unavailable>,(37.4192~-122.0574),Fri Nov 16 07:51:26 +0000 2012,none,0,<error>,0.952,http://ad.Doubleclick.net/adj/
