planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:46 +0000 2012,none,0,398.0,71.9,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:48 +0000 2012,none,0,405.0,71.6,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:50 +0000 2012,none,0,406.0,71.8,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:51 +0000 2012,none,0,403.0,71.6,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:52 +0000 2012,none,0,343.0,71.6,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:53 +0000 2012,none,0,403.0,71.8,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:55 +0000 2012,none,0,408.0,72.1,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:56 +0000 2012,none,0,557.0,71.5,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:57 +0000 2012,none,0,405.0,71.7,http://espn.com
planet2.cs.rochester.edu,128.151.65.102,B8:AC:6F:8D:01:C2,(43.1299~-77.6082),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:58 +0000 2012,none,0,554.0,71.8,http://espn.com
