pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:29 +0000 2012,none,0,272.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:32 +0000 2012,none,0,296.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:34 +0000 2012,none,0,297.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:36 +0000 2012,none,0,297.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:37 +0000 2012,none,0,297.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:39 +0000 2012,none,0,356.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:41 +0000 2012,none,0,326.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:43 +0000 2012,none,0,271.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:45 +0000 2012,none,0,325.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:46 +0000 2012,none,0,356.0,148,http://espn.com
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.48,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:49 +0000 2012,none,0,<error>,8.41,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.55,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:49 +0000 2012,none,0,<error>,8.38,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.48,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:49 +0000 2012,none,0,<error>,8.25,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.48,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:49 +0000 2012,none,0,<error>,8.21,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.55,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:50 +0000 2012,none,0,<error>,8.26,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pl2.sos.info.hiroshima-cu.ac.jp,165.242.90.129,00:24:81:00:E4:04,(34.3963~132.4594),a.espncdn.com,124.40.41.48,<unavailable>,(0.0~0.0),Sun Nov 18 22:11:50 +0000 2012,none,0,<error>,8.51,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
