75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:53 +0000 2012,none,0,481.0,77.9,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:55 +0000 2012,none,0,480.0,77.9,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:56 +0000 2012,none,0,479.0,77.8,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:57 +0000 2012,none,0,481.0,77.7,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:58 +0000 2012,none,0,479.0,77.6,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:49:59 +0000 2012,none,0,479.0,77.8,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:00 +0000 2012,none,0,467.0,77.7,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:01 +0000 2012,none,0,578.0,77.9,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:02 +0000 2012,none,0,573.0,77.7,http://espn.com
75-130-96-12.static.oxfr.ma.charter.com,75.130.96.12,<error>,(42.2857~-71.8292),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:03 +0000 2012,none,0,579.0,77.8,http://espn.com
