planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:05 +0000 2012,none,0,934.0,35.9,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:07 +0000 2012,none,0,832.0,42.5,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:08 +0000 2012,none,0,886.0,40.9,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:08 +0000 2012,none,0,559.0,40.7,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:09 +0000 2012,none,0,864.0,43.2,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:10 +0000 2012,none,0,795.0,39.7,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:11 +0000 2012,none,0,709.0,38.7,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:12 +0000 2012,none,0,672.0,43.3,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:13 +0000 2012,none,0,1011.0,44.5,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Fri Nov 16 07:50:15 +0000 2012,none,0,589.0,40.4,http://espn.com
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:16 +0000 2012,none,0,<error>,8.22,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:16 +0000 2012,none,0,<error>,45.6,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:17 +0000 2012,none,0,<error>,2.14,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:18 +0000 2012,none,0,<error>,2.18,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:18 +0000 2012,none,0,<error>,6.74,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:19 +0000 2012,none,0,<error>,2.25,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:19 +0000 2012,none,0,<error>,2.15,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab1.byu.edu,128.187.223.211,<error>,(40.3563~-111.7325),a.espncdn.com,70.96.0.73,<unavailable>,(45.5295~-122.6432),Fri Nov 16 07:50:20 +0000 2012,none,0,<error>,2.16,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
