planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:55 +0000 2012,none,0,765.0,37.6,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:56 +0000 2012,none,0,699.0,47.2,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:56 +0000 2012,none,0,778.0,37.6,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:57 +0000 2012,none,0,777.0,37.7,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:58 +0000 2012,none,0,894.0,39.3,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:59 +0000 2012,none,0,1010.0,37.6,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:00 +0000 2012,none,0,870.0,37.8,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:01 +0000 2012,none,0,877.0,39.7,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:02 +0000 2012,none,0,870.0,39.0,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:11:03 +0000 2012,none,0,1030.0,41.5,http://espn.com
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:03 +0000 2012,none,0,<error>,38.4,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:04 +0000 2012,none,0,<error>,40.7,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:04 +0000 2012,none,0,<error>,39.8,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:05 +0000 2012,none,0,<error>,37.9,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:05 +0000 2012,none,0,<error>,38.0,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
planetlab2.tamu.edu,165.91.55.9,00:25:90:22:28:7A,(30.628~-96.3344),a.espncdn.com,64.145.92.9,<unavailable>,(33.6793~-117.9055),Sun Nov 18 22:11:06 +0000 2012,none,0,<error>,37.9,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
