pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:16 +0000 2012,none,0,436.0,66.9,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:19 +0000 2012,none,0,432.0,67.0,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:20 +0000 2012,none,0,434.0,66.8,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:21 +0000 2012,none,0,435.0,66.9,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:23 +0000 2012,none,0,496.0,66.9,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:24 +0000 2012,none,0,437.0,66.9,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:25 +0000 2012,none,0,460.0,67.1,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:26 +0000 2012,none,0,497.0,67.1,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:27 +0000 2012,none,0,496.0,66.8,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),espn.com,199.181.132.250,<unavailable>,(33.7866~-118.2987),Sun Nov 18 22:10:28 +0000 2012,none,0,568.0,66.9,http://espn.com
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:29 +0000 2012,none,0,<error>,1.06,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:30 +0000 2012,none,0,<error>,1.25,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:30 +0000 2012,none,0,<error>,0.902,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:30 +0000 2012,none,0,<error>,0.959,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:31 +0000 2012,none,0,<error>,0.846,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:31 +0000 2012,none,0,<error>,0.984,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:31 +0000 2012,none,0,<error>,0.966,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:31 +0000 2012,none,0,<error>,1.02,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:31 +0000 2012,none,0,<error>,1.14,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),a.espncdn.com,198.7.236.234,<unavailable>,(41.7775~-71.4333),Sun Nov 18 22:10:32 +0000 2012,none,0,<error>,1.06,http://a.espncdn.com/combiner/c/?css=modules/sc-feed/sc-feed-callout-default.css
pluto.cs.brown.edu,192.91.235.230,00:1B:78:08:F2:64,(41.8267~-71.3977),ad.Doubleclick.net,74.125.228.28,<unavailable>,(37.4192~-122.0574),Sun Nov 18 22:10:32 +0000 2012,none,0,<error>,16.3,http://ad.Doubleclick.net/adj/
